Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Lux,IR,Full_Spectrum,Temp,Humidity,Switch_Pressed
2024-03-09T10:56:27,-0.11306086784999998,0.0502492746,9.865607579799999,-0.027947084647559205,0.0025961772623415654,-0.0119118721448613,-0.97846,0.6662600000000001,-1.6377200000000003,30.949247999999997,49,3211534,17.5,33,0
2024-03-09T10:56:28,-0.09990034354999999,0.04366901245,9.82433138995,-0.031001410838549282,0.0036651914291880926,-0.012828170002158324,-0.9675400000000001,0.6615000000000001,-1.64542,30.786047999999994,49,3211533,17.5,33,0
2024-03-09T10:56:29,-0.11186445655,0.07357929495,9.799206752649999,-0.03283400655314333,0.002901609881440573,-0.013286318930806834,-0.9734200000000001,0.65758,-1.6322600000000003,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:30,-0.11066804524999999,0.05563312545,9.892526834049999,-0.030848694528999777,0.0036651914291880926,-0.012064588454410803,-0.9756600000000001,0.6573000000000001,-1.6443,30.949247999999997,49,3211534,18.5,33,0
2024-03-09T10:56:31,-0.09272187574999999,0.07058826669999999,9.821340361699999,-0.03283400655314333,0.00045814892864851157,-0.013439035240356337,-0.97118,0.6643000000000001,-1.64318,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:33,-0.11365907349999999,0.058624153699999994,9.857830906349998,-0.03222314131494531,0.0022907446432425577,-0.014049900478554353,-0.9625000000000001,0.6592600000000001,-1.6443,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:34,-0.12323036389999999,0.06580262149999999,9.7974121357,-0.026419921552064168,0.006261368691529657,-0.014355333097653362,-0.9787400000000002,0.6629,-1.6389800000000003,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:35,-0.08374879099999999,0.08374879099999999,9.8153583052,-0.031001410838549282,0.004581489286485115,-0.012064588454410803,-0.9756600000000001,0.66934,-1.6360400000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:36,-0.0945164927,0.05443671415,9.826724212550001,-0.03298672286269283,0.005192354524683131,-0.012675453692608819,-0.97146,0.6609400000000001,-1.6535400000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:37,-0.11365907349999999,0.0741775006,9.83509909165,-0.0316122760767473,0.003207042500539581,-0.013897184169004852,-0.9804200000000001,0.6469400000000001,-1.6310000000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:38,-0.0789631458,0.07357929495,9.86740219675,-0.030085112981252257,0.005803219762881146,-0.009010262263420728,-0.9737,0.66402,-1.63114,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:39,-0.10229316614999999,0.06520441585,9.88415195495,-0.031001410838549282,0.0035124751196385882,-0.013286318930806834,-0.9857400000000002,0.6662600000000001,-1.6338000000000001,30.890496,48,3145996,18.5,33,0
2024-03-09T10:56:40,-0.09571290399999999,0.06281159324999999,9.8440721764,-0.03481931857728687,0.0056505034533316425,-0.014202616788103858,-0.9756600000000001,0.6536600000000001,-1.6307200000000002,30.622847999999994,49,3211532,18.5,33,0
2024-03-09T10:56:42,-0.11844471869999999,0.06520441585,9.8452685877,-0.03237585762449482,0.00015271630954950385,-0.013591751549905842,-0.9745400000000001,0.6673800000000001,-1.6373000000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:43,-0.09990034354999999,0.06580262149999999,9.821340361699999,-0.031001410838549282,0.0054977871437821395,-0.010384709049366262,-0.97146,0.6615000000000001,-1.6557800000000003,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:44,-0.09571290399999999,0.03170489945,9.861420140249999,-0.03344487179134134,0.004581489286485115,-0.015424347264499889,-0.9745400000000001,0.6601,-1.6487800000000001,30.949247999999997,49,3211534,18.5,33,0
2024-03-09T10:56:45,-0.10827522265,0.0765703232,9.832706269049998,-0.031001410838549282,0.00595593607243065,-0.013286318930806834,-0.9731400000000001,0.6598200000000001,-1.6448600000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:46,-0.09810572659999998,0.06400800455,9.851848849849999,-0.029626964052603746,0.006414085001079162,-0.013133602621257331,-0.9731400000000001,0.6601,-1.66334,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:47,-0.09930213789999999,0.053240302850000004,9.8548398781,-0.02703078679026218,0.0054977871437821395,-0.0119118721448613,-0.9751000000000002,0.66374,-1.6375800000000003,30.949247999999997,49,3211534,18.5,33,0
2024-03-09T10:56:48,-0.1004985492,0.04366901245,9.8321080634,-0.02855794988575722,0.0016798794050445422,-0.014202616788103858,-0.9709000000000001,0.6673800000000001,-1.6539600000000003,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:49,-0.1088734283,0.059222359349999996,9.66760150965,-0.02977968036215325,0.0025961772623415654,-0.013897184169004852,-0.9723,0.6584200000000001,-1.6535400000000002,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:51,-0.10169496049999999,0.06161518194999999,9.819545744749998,-0.03054326190990077,0.0009162978572970231,-0.01114829059711378,-0.97118,0.6533800000000001,-1.6531200000000001,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:52,-0.09870393224999999,0.07597211755,9.82433138995,-0.028863382504856226,0.0013744467859455349,-0.0119118721448613,-0.9753800000000001,0.6581400000000001,-1.6535400000000002,31.053696,48,3145997,18.5,33,0
2024-03-09T10:56:53,-0.07058826669999999,0.0681954441,9.834500885999999,-0.030237829290801762,0.009621127501618741,-0.009773843811168246,-0.9765000000000001,0.6561800000000001,-1.6426200000000002,30.740352,51,3342608,18.5,33,0
2024-03-09T10:56:54,-0.08434699664999999,0.0669990328,9.9014999188,-0.030695978219450276,0.0038179077387375964,-0.015882496193148403,-0.9661400000000001,0.6654200000000001,-1.6517200000000003,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:55,-0.09870393224999999,0.038883367249999995,9.84706320465,-0.031459559767197796,0.005192354524683131,-0.0119118721448613,-0.98658,0.66178,-1.65788,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:56,-0.10468598874999999,0.08075776274999999,9.774680320999998,-0.03054326190990077,0.002901609881440573,-0.012522737383059314,-0.9745400000000001,0.6598200000000001,-1.64108,30.786047999999994,49,3211533,18.5,33,0
2024-03-09T10:56:58,-0.0945164927,0.0538385085,9.834500885999999,-0.0319177086958463,0.0044287729769356115,-0.01466076571675237,-0.9739800000000002,0.65534,-1.6471000000000002,30.577152,51,3342607,18.5,33,0
2024-03-09T10:56:59,-0.10707881135,0.09272187574999999,9.850652438549998,-0.03313943917224234,0.0025961772623415654,-0.015424347264499889,-0.9804200000000001,0.64974,-1.6459800000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:00,-0.09750752095,0.051445685899999996,9.842875765099999,-0.031764992386296806,0.0044287729769356115,-0.012217304763960308,-0.9804200000000001,0.6631800000000001,-1.6555000000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:01,-0.10588240005,0.06281159324999999,9.84706320465,-0.02657263786161367,-0.0003054326190990077,-0.012370021073509813,-0.9812600000000001,0.6573000000000001,-1.6503200000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:02,-0.08195417405,0.0526420972,9.80518880915,-0.030390545600351267,0.006261368691529657,-0.010842857978014774,-0.9745400000000001,0.6645800000000001,-1.64318,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:03,-0.1052841944,0.0394815729,9.8979106849,-0.03222314131494531,0.004581489286485115,-0.013897184169004852,-0.9739800000000002,0.6696200000000001,-1.66012,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:04,-0.08673981925,0.031106693799999998,9.84945602725,-0.031001410838549282,0.0024434609527920616,-0.012675453692608819,-0.9742600000000001,0.6503000000000001,-1.6427600000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:05,-0.0646062102,0.07597211755,9.913464031799998,-0.03420845333908886,0.0036651914291880926,-0.014049900478554353,-0.9753800000000001,0.6662600000000001,-1.65144,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:07,-0.09032905315,0.07537391189999999,9.841679353799998,-0.03481931857728687,0.0035124751196385882,-0.013133602621257331,-0.9779000000000001,0.6573000000000001,-1.6650200000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:08,-0.11904292434999998,0.045463629400000004,9.844670382049998,-0.03466660226773738,0.006108652381980154,-0.015424347264499889,-0.96894,0.6665400000000001,-1.6493400000000003,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:09,-0.08255237969999998,0.053240302850000004,9.816554716499999,-0.030695978219450276,0.0054977871437821395,-0.012522737383059314,-0.9737,0.6643000000000001,-1.6507400000000003,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:10,-0.07956135144999998,0.06101697629999999,9.823134978649998,-0.03252857393404432,0.004123340357836604,-0.012980886311707827,-0.9686600000000001,0.6556200000000001,-1.6576000000000002,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:11,-0.12083754129999999,0.06879364974999999,9.814760099549998,-0.031154127148098783,0.004581489286485115,-0.012217304763960308,-0.9767800000000001,0.6587000000000001,-1.6490600000000002,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:12,-0.10169496049999999,0.06520441585,9.8668039911,-0.03329215548179184,0.0036651914291880926,-0.013133602621257331,-0.9709000000000001,0.65534,-1.6605400000000001,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:13,-0.11246266220000001,0.041874395499999995,9.834500885999999,-0.027488935718910694,0.005039638215133627,-0.01069014166846527,-0.9703400000000001,0.66234,-1.6520000000000001,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:14,-0.11365907349999999,0.058624153699999994,9.84586679335,-0.031154127148098783,0.0038179077387375964,-0.013439035240356337,-0.9776200000000002,0.66934,-1.6511600000000002,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:16,-0.09272187574999999,0.04247260115,9.8632147572,-0.030848694528999777,0.0027488935718910697,-0.01114829059711378,-0.9695000000000001,0.6654200000000001,-1.6531200000000001,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:17,-0.10947163395000001,0.047856451999999994,9.784849817049999,-0.025809056313866152,0.0036651914291880926,-0.010384709049366262,-0.9695000000000001,0.66766,-1.64836,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:18,-0.0789631458,0.04127618984999999,9.85424167245,-0.029168815123955236,0.0024434609527920616,-0.011606439525762293,-0.96446,0.6645800000000001,-1.65592,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:19,-0.07058826669999999,0.05204389154999999,9.89013401145,-0.029474247743054245,0.0068722339297276735,-0.012522737383059314,-0.96894,0.66878,-1.66334,30.890496,48,3145996,18.5,33,0
2024-03-09T10:57:20,-0.08315058534999999,0.062213387599999996,9.822536773,-0.03054326190990077,0.0033597588100890844,-0.0119118721448613,-0.9737,0.6690600000000001,-1.65914,30.668544,47,3080457,18.5,33,0
2024-03-09T10:57:21,-0.11006983959999998,0.07058826669999999,9.858429112,-0.03130684345764829,0.004123340357836604,-0.0119118721448613,-0.9695000000000001,0.6685000000000001,-1.64962,23.494272,36,2359499,18.5,33,0
2024-03-09T10:57:23,-0.0873380249,0.07836494014999999,9.955338427300001,-0.02901609881440573,-0.0009162978572970231,-0.010231992739816757,-0.9751000000000002,0.6631800000000001,-1.6592800000000003,16.822656000000002,28,1835157,18.5,33,0
2024-03-09T10:57:24,-0.09511469834999998,0.059222359349999996,9.8404829425,-0.03451388595818787,0.006108652381980154,-0.0119118721448613,-0.97482,0.6665400000000001,-1.6490600000000002,23.063423999999998,37,2425034,18.5,33,0
2024-03-09T10:57:25,-0.11365907349999999,0.046660040699999995,9.88175913235,-0.026419921552064168,0.007177666548826681,-0.01466076571675237,-0.9709000000000001,0.6592600000000001,-1.6510200000000002,30.237696,48,3145992,18.5,33,0
2024-03-09T10:57:26,-0.09092725880000001,0.07058826669999999,9.84945602725,-0.0316122760767473,0.0044287729769356115,-0.012828170002158324,-0.97258,0.65758,-1.6485000000000003,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:27,-0.09092725880000001,0.05982056499999999,9.828518829499998,-0.03252857393404432,0.004581489286485115,-0.013744467859455347,-0.9723,0.6615000000000001,-1.64206,11.959296,23,1507439,18.5,33,0
2024-03-09T10:57:28,-0.11066804524999999,0.053240302850000004,9.8620183459,-0.03359758810089085,0.0024434609527920616,-0.010231992739816757,-0.9751000000000002,0.6587000000000001,-1.6476600000000001,11.574143999999999,22,1441899,18.5,33,0
2024-03-09T10:57:29,0.1268195978,-0.0251246373,9.588638363849999,-0.03466660226773738,-0.022143864884678056,-0.012217304763960308,-0.9756600000000001,0.6679400000000001,-1.6590000000000003,11.796095999999999,23,1507438,18.5,33,0
2024-03-09T10:57:30,-0.08195417405,0.03409772205,9.829715240799999,-0.03390302071998985,0.004886921905584123,-0.012370021073509813,-0.9734200000000001,0.6679400000000001,-1.64738,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:32,-0.09990034354999999,0.059222359349999996,9.793224696149998,-0.0316122760767473,0.004123340357836604,-0.012828170002158324,-0.9706200000000001,0.6671,-1.6354800000000003,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:33,-0.09870393224999999,0.06640082715,9.846464998999998,-0.028099800957108706,0.010995574287564279,-0.014049900478554353,-0.9703400000000001,0.6665400000000001,-1.66138,30.890496,48,3145995,18.5,33,0
2024-03-09T10:57:34,-0.1268195978,0.06161518194999999,9.84227755945,-0.03054326190990077,0.004123340357836604,-0.014049900478554353,-0.97146,0.6662600000000001,-1.6423400000000001,30.622847999999994,49,3211532,18.5,33,0
2024-03-09T10:57:35,-0.09690931529999999,0.057427742399999995,9.838688325549999,-0.029626964052603746,0.006414085001079162,-0.011606439525762293,-0.9762200000000001,0.6626200000000001,-1.6443,29.467391999999997,46,3014912,18.5,33,0
2024-03-09T10:57:36,-0.22552353004999998,0.06161518194999999,9.965507923349998,-0.038484510006474966,-0.02138028333693054,-0.012064588454410803,-0.9745400000000001,0.66234,-1.6377200000000003,20.275968,34,2228404,18.5,33,0
2024-03-09T10:57:37,-0.09870393224999999,0.04127618984999999,9.878169898449999,-0.03252857393404432,0.0019853120241435504,-0.012064588454410803,-0.97006,0.66486,-1.6436000000000002,23.226623999999997,37,2425035,18.5,33,0
2024-03-09T10:57:38,-0.01974078645,0.0897308475,9.683154856549999,-0.0319177086958463,0.006414085001079162,-0.013744467859455347,-0.97706,0.66374,-1.65158,22.351872,36,2359492,18.5,33,0
2024-03-09T10:57:39,-0.07537391189999999,0.056231331100000004,9.8931250397,-0.030848694528999777,0.0033597588100890844,-0.011606439525762293,-0.9739800000000002,0.6710200000000001,-1.6457,26.901888,44,2883821,18.5,33,0
2024-03-09T10:57:41,-0.08913264185,0.07118647234999999,9.8548398781,-0.02855794988575722,0.008246680715673207,-0.012064588454410803,-0.9681000000000002,0.6690600000000001,-1.6507400000000003,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:42,-0.11425727914999999,0.044267218100000005,9.829715240799999,-0.028863382504856226,0.004886921905584123,-0.011301006906663285,-0.9672600000000001,0.66598,-1.6489200000000002,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:43,-0.10229316614999999,0.09571290399999999,9.853643466800001,-0.03283400655314333,0.007941248096574201,-0.012828170002158324,-0.9717400000000002,0.6673800000000001,-1.6424800000000002,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:44,-0.07118647234999999,0.04247260115,9.882357337999998,-0.03359758810089085,0.006414085001079162,-0.012217304763960308,-0.9703400000000001,0.6631800000000001,-1.64066,27.228288,44,2883823,18.5,33,0
2024-03-09T10:57:45,-0.07477570624999999,0.049651068949999995,9.86620578545,-0.03726277953007894,0.004886921905584123,-0.0119118721448613,-0.9739800000000002,0.6671,-1.66334,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:46,-0.1088734283,0.07118647234999999,9.83390268035,-0.03512475119638588,0.004581489286485115,-0.012980886311707827,-0.9720200000000001,0.6685000000000001,-1.6489200000000002,29.526144000000002,47,3080450,18.5,33,0
2024-03-09T10:57:48,-0.06520441585,0.07118647234999999,9.80638522045,-0.03512475119638588,0.004123340357836604,-0.013744467859455347,-0.97706,0.6665400000000001,-1.6494800000000003,29.140991999999997,46,3014910,18.5,33,0
2024-03-09T10:57:49,-0.08015955709999999,0.06580262149999999,9.838688325549999,-0.03222314131494531,0.003054326190990077,-0.01145372321621279,-0.97258,0.66374,-1.6475200000000003,28.651391999999998,46,3014907,18.5,33,0
2024-03-09T10:57:50,0.14297115034999996,-0.0191425808,10.11745215845,-0.03375030441044035,0.007177666548826681,-0.013744467859455347,-0.9731400000000001,0.66934,-1.6563400000000001,29.852544,47,3080452,18.5,33,0
2024-03-09T10:57:51,-0.024526431649999996,0.06161518194999999,9.808179837399999,-0.029932396671702752,0.010079276430267254,-0.014049900478554353,-0.97818,0.6701800000000001,-1.6429,30.727296,48,3145995,18.5,33,0
2024-03-09T10:57:52,-0.10707881135,0.08434699664999999,9.800403163949998,-0.03466660226773738,0.0035124751196385882,-0.012370021073509813,-0.9720200000000001,0.66234,-1.63842,30.459647999999994,49,3211531,18.5,33,0
2024-03-09T10:57:53,-0.23210379219999996,0.059222359349999996,10.25623586925,-0.03405573702953936,-0.0035124751196385882,-0.014355333097653362,-0.9745400000000001,0.66766,-1.6444400000000001,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:54,-0.03170489945,0.022133609050000003,9.64965534015,-0.03298672286269283,0.003054326190990077,-0.015271630954950386,-0.9661400000000001,0.66346,-1.6371600000000002,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:55,-0.09750752095,0.04725824635,9.83390268035,-0.029626964052603746,-0.0007635815477475193,-0.012522737383059314,-0.9720200000000001,0.6629,-1.6513000000000002,30.237696,48,3145992,18.5,33,0
2024-03-09T10:57:57,-0.14117653339999997,0.044267218100000005,9.955338427300001,-0.03329215548179184,0.0033597588100890844,-0.012828170002158324,-0.97146,0.6581400000000001,-1.6627800000000001,30.400896,48,3145993,18.5,33,0
2024-03-09T10:57:58,-0.12023933564999999,0.0634097989,9.83509909165,-0.029168815123955236,0.007330382858376185,-0.011606439525762293,-0.9709000000000001,0.6587000000000001,-1.6594200000000001,30.564096,48,3145994,18.5,33,0
2024-03-09T10:57:59,-0.09870393224999999,0.06999006104999998,9.8727860476,-0.0316122760767473,0.003970624048287101,-0.015424347264499889,-0.9737,0.6598200000000001,-1.6497600000000001,30.237696,48,3145992,18.5,33,0
2024-03-09T10:58:00,-0.12861421474999998,0.0538385085,9.898508890549998,-0.03130684345764829,0.005039638215133627,-0.012828170002158324,-0.9734200000000001,0.6673800000000001,-1.6517200000000003,30.564096,48,3145994,18.5,33,0
2024-03-09T10:58:01,-0.08913264185,0.045463629400000004,9.811769071299999,-0.03054326190990077,0.005192354524683131,-0.01114829059711378,-0.9751000000000002,0.6615000000000001,-1.6548000000000003,30.564096,48,3145994,18.5,33,0
2024-03-09T10:58:02,-0.1052841944,0.059222359349999996,9.821340361699999,-0.030848694528999777,0.0044287729769356115,-0.013439035240356337,-0.9751000000000002,0.6654200000000001,-1.6394000000000002,14.479104,27,1769605,18.5,33,0
2024-03-09T10:58:03,-0.08015955709999999,0.032901310749999996,9.8452685877,-0.03252857393404432,0.0038179077387375964,-0.012828170002158324,-0.9751000000000002,0.6643000000000001,-1.65186,7.853184000000001,17,1114188,18.5,33,0
2024-03-09T10:58:04,-0.10348957745,0.056231331100000004,9.6969135865,-0.028710666195306725,0.006719517620178169,-0.013897184169004852,-0.97818,0.6679400000000001,-1.6506,4.621824,12,786480,18.5,33,0
2024-03-09T10:58:06,-0.0765703232,0.038883367249999995,10.0594262104,-0.025809056313866152,0.018478673455489966,-0.012522737383059314,-0.97706,0.66374,-1.6500400000000002,9.602688,19,1245274,18.5,33,0
2024-03-09T10:58:07,-0.028115665550000002,-0.0334995164,9.878768104099999,-0.031154127148098783,0.003207042500539581,-0.011759155835311796,-0.9815400000000001,0.6643000000000001,-1.6529800000000003,9.765888,19,1245275,18.5,33,0
2024-03-09T10:58:08,-0.19800607015,0.3158525832,9.877571692799998,-0.030085112981252257,0.004886921905584123,-0.012064588454410803,-0.9728600000000002,0.66766,-1.6685200000000002,7.631232000000001,16,1048649,18.5,33,0
2024-03-09T10:58:09,0.60358950085,-1.5649059803999998,10.1431750014,-0.03665191429188092,-0.009621127501618741,-0.3891211567321358,-1.0003,0.6421800000000001,-1.6608200000000002,9.054336,18,1179733,18.5,33,0
2024-03-09T10:58:10,-0.0191425808,0.0538385085,9.698708203449998,-0.0319177086958463,0.0019853120241435504,-0.014813482026301873,-1.02438,0.63434,-1.6793000000000002,9.217536,18,1179734,18.5,33,0
2024-03-09T10:58:11,-0.06101697629999999,-0.015553346899999999,9.838688325549999,-0.03329215548179184,0.0033597588100890844,-0.012980886311707827,-1.02242,0.6304200000000001,-1.6815400000000003,21.033216,33,2162871,18.5,33,0
2024-03-09T10:58:13,-0.23808584869999996,0.0083748791,9.807581631749999,-0.029932396671702752,0.0012217304763960308,-0.013744467859455347,-1.0260600000000002,0.6326600000000001,-1.6704800000000002,28.814591999999998,46,3014908,18.5,33,0
2024-03-09T10:58:14,-0.0394815729,0.0251246373,10.08634546465,-0.03222314131494531,0.003054326190990077,-0.014202616788103858,-1.0173800000000002,0.63658,-1.6693600000000002,29.082239999999995,45,2949372,18.5,33,0
2024-03-09T10:58:15,-0.107677017,0.020937197749999997,9.838688325549999,-0.03268129024359383,0.002901609881440573,-0.010995574287564279,-1.0134600000000002,0.62874,-1.6681000000000001,28.919039999999995,45,2949371,18.5,33,0
2024-03-09T10:58:16,-0.08015955709999999,0.0646062102,9.842875765099999,-0.03359758810089085,0.005345070834232635,-0.013439035240356337,-1.0067400000000002,0.6360200000000001,-1.65368,29.852544,47,3080452,18.5,33,0
2024-03-09T10:58:17,-0.09032905315,-0.03170489945,9.870393224999999,-0.031459559767197796,0.003970624048287101,-0.013897184169004852,-1.0218600000000002,0.6458200000000001,-1.6752400000000003,30.015744,47,3080453,18.5,33,0
2024-03-09T10:58:18,0.16630117069999997,-0.40917266459999996,9.8560362894,-0.03252857393404432,0.003970624048287101,-0.012828170002158324,-1.01262,0.63574,-1.6797200000000003,29.852544,47,3080452,18.5,33,0
2024-03-09T10:58:19,-0.14297115034999996,0.18305092890000002,9.842875765099999,-0.030848694528999777,0.003054326190990077,-0.014508049407202865,-1.00814,0.6290200000000001,-1.66992,29.689344000000002,47,3080451,18.5,33,0
2024-03-09T10:58:20,-0.08673981925,0.031106693799999998,9.8189475391,-0.0319177086958463,0.008704829644321718,-0.012828170002158324,-1.0117800000000001,0.6363000000000001,-1.67538,29.852544,47,3080452,18.5,33,0
2024-03-09T10:58:22,-0.11665010174999998,0.0849452023,9.800403163949998,-0.03237585762449482,0.007177666548826681,-0.01466076571675237,-1.01598,0.64722,-1.6730000000000003,29.689344000000002,47,3080451,18.5,33,0
2024-03-09T10:58:23,-0.1052841944,0.03529413334999999,9.85902731765,-0.0319177086958463,0.003207042500539581,-0.010537425358915765,-1.0101000000000002,0.6410600000000001,-1.6567600000000002,29.911295999999997,48,3145990,18.5,33,0
2024-03-09T10:58:24,-0.09810572659999998,0.07776673449999999,9.846464998999998,-0.030695978219450276,0.005803219762881146,-0.013133602621257331,-1.0117800000000001,0.6405000000000001,-1.66236,29.911295999999997,48,3145990,18.5,33,0
