Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Lux,IR,Full_Spectrum,Temp,Humidity,Switch_Pressed
2024-03-09T11:00:46,-0.09631110964999999,0.0323031051,9.839286531199999,-0.038484510006474966,-0.0009162978572970231,-0.01145372321621279,-1.0199,0.6326600000000001,-1.67104,29.571839999999995,45,2949375,18.5,33,0
2024-03-09T11:00:48,-0.13938191645,0.0167497582,9.97866844765,-0.03466660226773738,0.007483099167925688,-0.011606439525762293,-1.01598,0.64414,-1.6823800000000002,29.408639999999995,45,2949374,18.5,33,0
2024-03-09T11:00:49,-0.11485548479999999,0.06101697629999999,9.8321080634,-0.02932153143350474,0.007330382858376185,-0.00946841119206924,-1.00982,0.6393800000000001,-1.6780400000000002,29.408639999999995,45,2949374,18.5,33,0
2024-03-09T11:00:50,-0.10289137179999999,0.0382851616,9.821340361699999,-0.031154127148098783,0.0068722339297276735,-0.011759155835311796,-1.0078600000000002,0.6447,-1.6632,26.66688,40,2621669,18.5,33,0
2024-03-09T11:00:51,-0.11425727914999999,0.0669990328,9.803394192199999,-0.0319177086958463,0.005345070834232635,-0.010384709049366262,-1.0151400000000002,0.62958,-1.6580200000000003,26.17728,40,2621666,18.5,33,0
2024-03-09T11:00:52,-0.08793623055000001,0.0526420972,9.82911703515,-0.02855794988575722,0.00473420559603462,-0.011606439525762293,-1.0143,0.6407800000000001,-1.6703400000000002,22.560768,34,2228418,18.5,33,0
2024-03-09T11:00:53,-0.0729810893,0.059222359349999996,9.830911652099998,-0.029932396671702752,0.00473420559603462,-0.013439035240356337,-1.01038,0.6340600000000001,-1.6647400000000003,24.695423999999996,37,2425044,18.5,33,0
2024-03-09T11:00:54,-0.10289137179999999,0.05503491979999999,9.815956510849999,-0.03237585762449482,0.0036651914291880926,-0.012828170002158324,-1.01458,0.6315400000000001,-1.6616600000000001,22.560768,34,2228418,18.5,33,0
2024-03-09T11:00:55,-0.11186445655,0.056231331100000004,9.8548398781,-0.03527746750593539,0.006261368691529657,-0.011759155835311796,-1.01906,0.6452600000000001,-1.6616600000000001,22.397568,34,2228417,18.5,33,0
2024-03-09T11:00:57,-0.09332008139999999,0.05204389154999999,9.82433138995,-0.0319177086958463,0.005345070834232635,-0.008552113334772215,-1.02102,0.6323800000000002,-1.67104,26.17728,40,2621666,18.5,33,0
