Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Lux,IR,Full_Spectrum,Temp,Switch_Pressed
2024-03-10T11:37:23,0.32841490184999994,0.07716852884999999,9.84586679335,-0.012370021073509813,0.0003054326190990077,-0.0038179077387375964,-0.5551,0.38374,-1.72466,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.31106693799999996,0.06161518194999999,9.8404829425,-0.02977968036215325,-0.0024434609527920616,-0.014966198335851376,-0.5489400000000001,0.38206000000000007,-1.7302600000000001,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.29132615154999997,0.06520441585,9.7686982645,-0.03466660226773738,-0.0007635815477475193,-0.014508049407202865,-0.5489400000000001,0.38206000000000007,-1.7302600000000001,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.2775674216,0.08554340794999998,9.848857821599998,-0.04077525464971753,0.0035124751196385882,-0.016798794050445424,-0.55174,0.38374,-1.7372600000000002,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.30329026454999997,0.0502492746,9.83509909165,-0.04673119072214818,0.004276056667386108,-0.01756237559819294,-0.54978,0.37954000000000004,-1.72578,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.29910282499999996,0.07537391189999999,9.81117086565,-0.04673119072214818,0.0056505034533316425,-0.018478673455489966,-0.54978,0.37954000000000004,-1.72578,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.30508488149999996,0.08554340794999998,9.798608546999999,-0.051770828937281806,0.0056505034533316425,-0.01893682238413848,-0.5590200000000001,0.38234,-1.7308200000000002,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.30448667585,0.0729810893,9.8632147572,-0.050854531079984784,0.008246680715673207,-0.015729779883598898,-0.5453000000000001,0.38150000000000006,-1.7143000000000002,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.32542387359999997,0.09152546445000001,9.839286531199999,-0.04260785036431157,0.006719517620178169,-0.01664607774089592,-0.5453000000000001,0.38150000000000006,-1.7143000000000002,47.301888000000005,319,20906797,11.5,0
2024-03-10T11:37:23,0.2919243572,0.060418770649999995,9.860223728949999,-0.03436116964863837,0.004123340357836604,-0.019547687622336492,-0.5525800000000001,0.3899,-1.7309600000000003,47.301888000000005,319,20906797,11.5,0
