Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Lux,IR,Full_Spectrum
2024-03-04T00:49:57,-0.1459621786,0.12382856954999999,19.5816637471,4.08134337271049,-1.1441505911448828,4.902957118086821,-1.0946600000000002,1.83918,-1.3155800000000002,1.259904,2,131083
2024-03-04T00:49:58,-0.023330020349999998,0.1088734283,9.878169898449999,-0.028099800957108706,0.00473420559603462,-0.010995574287564279,-1.08598,1.8380600000000002,-1.3207600000000002,1.259904,2,131083
2024-03-04T00:49:59,-0.023330020349999998,0.09511469834999998,9.88774118885,-0.02901609881440573,0.0033597588100890844,-0.013133602621257331,-1.0871000000000002,1.8408600000000002,-1.3137600000000003,1.259904,2,131083
2024-03-04T00:50:00,-0.037686955949999996,0.09212367009999999,9.86620578545,-0.03329215548179184,0.004581489286485115,-0.012828170002158324,-1.09326,1.84338,-1.3196400000000001,1.259904,2,131083
2024-03-04T00:50:01,-0.015553346899999999,0.09930213789999999,9.9493563708,-0.029626964052603746,0.005192354524683131,-0.011606439525762293,-1.08766,1.8335800000000002,-1.3104,1.0967040000000001,2,131082
2024-03-04T00:50:02,-0.08015955709999999,0.12622139215,9.91286582615,-0.031001410838549282,0.0022907446432425577,-0.011301006906663285,-1.08318,1.8363800000000001,-1.3154400000000002,1.0967040000000001,2,131082
2024-03-04T00:50:03,-0.020338992099999998,0.0538385085,9.88774118885,-0.02336559536107409,0.002138028333693054,-0.010384709049366262,-1.0893400000000002,1.8389000000000002,-1.3182400000000003,1.259904,2,131083
2024-03-04T00:50:04,-0.023928225999999997,0.09092725880000001,9.887142983199999,-0.028863382504856226,0.0019853120241435504,-0.013744467859455347,-1.07786,1.8408600000000002,-1.3227200000000001,1.259904,2,131083
2024-03-04T00:50:05,-0.014955141249999998,0.107677017,9.828518829499998,-0.026419921552064168,0.0044287729769356115,-0.013591751549905842,-1.0795400000000002,1.8377800000000002,-1.3220200000000002,18.209856000000006,581,38077452
2024-03-04T00:50:06,0.11605189609999998,0.09391828705,9.88295554365,-0.02932153143350474,0.0035124751196385882,-0.012522737383059314,-1.0803800000000001,1.84786,-1.3307,10.498655999999997,461,30212877
2024-03-04T00:50:07,-0.013758729949999998,0.09631110964999999,9.948159959499998,-0.03466660226773738,0.004581489286485115,-0.011759155835311796,-1.0806600000000002,1.8408600000000002,-1.31446,1.423104,2,131084
2024-03-04T00:50:08,-0.0167497582,0.08793623055000001,9.86740219675,-0.028405233576207715,0.003970624048287101,-0.013439035240356337,-1.0753400000000002,1.84366,-1.3143200000000002,1.423104,2,131084
2024-03-04T00:50:09,-0.0251246373,0.09810572659999998,9.892526834049999,-0.03207042500539581,0.006719517620178169,-0.015729779883598898,-1.0829000000000002,1.8431000000000002,-1.31796,1.423104,2,131084
2024-03-04T00:50:10,-0.022133609050000003,0.09690931529999999,9.88415195495,-0.02703078679026218,0.0006108652381980154,-0.012522737383059314,-1.0792599999999999,1.83414,-1.32118,1.423104,2,131084
2024-03-04T00:50:11,-0.0167497582,0.10169496049999999,9.8811609267,-0.026878070480712675,0.006108652381980154,-0.010995574287564279,-1.07422,1.8419800000000002,-1.32342,1.423104,2,131084
2024-03-04T00:50:12,-0.03170489945,0.09810572659999998,9.848259615949999,-0.028099800957108706,0.0033597588100890844,-0.011759155835311796,-1.08122,1.8397400000000002,-1.3155800000000002,1.259904,2,131083
2024-03-04T00:50:13,-0.04247260115,0.09571290399999999,9.87218784195,-0.026267205242514663,0.006261368691529657,-0.012828170002158324,-1.0815,1.8408600000000002,-1.3237,1.0967040000000001,2,131082
2024-03-04T00:50:14,-0.01854437515,0.08255237969999998,9.880562721050001,-0.03359758810089085,0.0,-0.015271630954950386,-1.06918,1.8372200000000003,-1.31922,20.568095999999993,1041,68224707
2024-03-04T00:50:15,-0.014955141249999998,0.10408778309999998,9.911669414849998,-0.02825251726665821,0.004123340357836604,-0.01466076571675237,-1.0792599999999999,1.8467400000000003,-1.31362,15.17923199999998,794,52036899
2024-03-04T00:50:16,-0.03649054465,0.09511469834999998,9.89731247925,-0.025656340004316647,0.0054977871437821395,-0.012828170002158324,-1.0815,1.8369400000000002,-1.3302800000000001,2.1020160000000003,33,2162755
2024-03-04T00:50:17,-0.0023928226,0.11006983959999998,9.90808018095,-0.030085112981252257,0.007330382858376185,-0.0119118721448613,-1.08234,1.84114,-1.3367200000000001,1.423104,2,131084
2024-03-04T00:50:18,-0.0029910282499999996,0.09152546445000001,9.909276592249999,-0.030390545600351267,0.0022907446432425577,-0.01114829059711378,-1.0787,1.8417000000000003,-1.3242600000000002,1.259904,2,131083
2024-03-04T00:50:19,-0.011964112999999998,0.09571290399999999,9.852447055499999,-0.030390545600351267,0.0016798794050445422,-0.013133602621257331,-1.07674,1.83834,-1.32692,1.259904,2,131083
2024-03-04T00:50:20,-0.030508488149999995,0.09152546445000001,9.8799645154,-0.0319177086958463,0.0038179077387375964,-0.0119118721448613,-1.07366,1.8372200000000003,-1.32888,1.259904,2,131083
2024-03-04T00:50:21,-0.01974078645,0.09511469834999998,9.90808018095,-0.030390545600351267,0.003970624048287101,-0.012828170002158324,-1.0843000000000003,1.8366600000000002,-1.3168400000000002,1.3186559999999998,3,196621
2024-03-04T00:50:22,-0.04606183504999999,0.13459627124999998,9.8380901199,-0.024740042147019626,0.0044287729769356115,-0.007788531787024696,-1.0817800000000002,1.83386,-1.32468,1.423104,2,131084
2024-03-04T00:50:23,-0.011964112999999998,0.10588240005,9.8560362894,-0.030848694528999777,0.0033597588100890844,-0.012828170002158324,-1.07674,1.8397400000000002,-1.3245400000000003,1.423104,2,131084
