Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,LSM9DS1_Temp,Proximity,Color_R,Color_G,Color_B,Color_C,BME680_Temp,Gas,Humidity,Pressure,Switch_Pressed,GPS_Latitude,GPS_Longitude,GPS_Speed,GPS_Timestamp
2024-03-17T16:20:04,-0.32901310749999996,0.23150558654999998,10.07438135165,0.04291328298341058,-0.018020524526841455,-0.050701814770435276,0.03542,0.41846000000000005,-0.5023200000000001,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.18664016279999998,0.22552353004999998,10.07557776295,0.04444044607890562,-0.003207042500539581,-0.04734205596034619,0.03682,0.41342,-0.50526,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.34277183744999995,0.22013967919999997,10.092327521149999,0.03756821214917795,0.00015271630954950385,-0.04734205596034619,0.03262,0.4148200000000001,-0.5075000000000001,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.3212364340499999,0.22013967919999997,10.086943670299998,0.038637226316024474,-0.002138028333693054,-0.04612032548395016,0.0315,0.41258000000000006,-0.49294000000000004,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.37447673689999994,0.2177468566,10.06720288385,0.04001167310197001,0.0009162978572970231,-0.04673119072214818,0.0315,0.41258000000000006,-0.49294000000000004,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.32303105099999996,0.21475582835,10.082756230749998,0.03924809155422249,0.001069014166846527,-0.04718933965079669,0.026740000000000003,0.4148200000000001,-0.5070800000000001,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.32602207924999993,0.18963119104999998,10.07438135165,0.038942658935123484,0.002138028333693054,-0.04596760917440065,0.02926,0.42350000000000004,-0.50512,18.5,0,0,0,0,0,33.574921875,22042,100,695.662002676745,0,,,,N/A
2024-03-17T16:20:04,-0.3493520996,0.20757736054999998,10.12223780365,0.04428772976935611,0.0036651914291880926,-0.04718933965079669,0.02926,0.42350000000000004,-0.50512,18.5,0,0,0,0,0,23.695625,4853,18.82218151282002,999.1479432276243,0,,,,N/A
2024-03-17T16:20:04,-0.3553341561,0.22492532440000002,10.1958170986,0.036193765363232405,-0.0056505034533316425,-0.04550946024575215,0.032060000000000005,0.42406000000000005,-0.49672000000000005,18.5,0,0,0,0,0,23.695625,4853,18.82218151282002,999.1479432276243,0,,,,N/A
2024-03-17T16:20:04,-0.30089744194999996,0.21894326790000002,10.08634546465,0.04260785036431157,-0.00473420559603462,-0.04459316238845512,0.032060000000000005,0.42406000000000005,-0.49672000000000005,18.5,0,0,0,0,0,23.695625,4853,18.82218151282002,999.1479432276243,0,,,,N/A
2024-03-17T16:20:04,-0.30687949845,0.2548356069,10.06481006125,0.04092797095926703,-0.001069014166846527,-0.04734205596034619,0.037660000000000006,0.41062000000000004,-0.5152,18.5,0,0,0,0,0,23.695625,4853,18.82218151282002,999.1479432276243,0,,,,N/A
