Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,LSM9DS1_Temp,Proximity,Color_R,Color_G,Color_B,Color_C,BME680_Temp,Gas,Humidity,Pressure,Switch_Pressed
2024-03-17T10:00:06,-0.2177468566,-0.017946169499999998,9.860223728949999,0.018478673455489966,0.020922134408282028,0.08597928227637067,0.03654,0.47166,-0.44982000000000005,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:06,-0.20757736054999998,-0.0029910282499999996,9.888339394499999,0.020769418098732523,0.01893682238413848,0.09040805525330628,0.04494000000000001,0.46438000000000007,-0.4508000000000001,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.22313070744999997,0.01734796385,9.923035322199999,0.02168571595602955,0.02107485071783153,0.08689558013366769,0.04354000000000001,0.46914000000000006,-0.4403000000000001,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.22013967919999997,-0.013758729949999998,9.88774118885,0.019853120241435502,0.021227567027381034,0.08735372906231621,0.04354000000000001,0.46914000000000006,-0.4403000000000001,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.23330020349999997,-0.014955141249999998,9.910473003549999,0.020922134408282028,0.02061670178918302,0.08643743120501918,0.04494000000000001,0.46774000000000004,-0.44842000000000004,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.23030917524999997,-0.014955141249999998,9.87577707585,0.026267205242514663,0.022449297503777065,0.08735372906231621,0.04662,0.47502000000000005,-0.44688000000000005,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.19800607015,0.0029910282499999996,9.909276592249999,0.0238237442897226,0.020922134408282028,0.08842274322916273,0.04662,0.47502000000000005,-0.44688000000000005,19.5,0,0,0,0,0,33.574921875,2650,100,695.662002676745,0
2024-03-17T10:00:07,-0.2141576227,-0.013758729949999998,9.88175913235,0.020311269170084013,0.02336559536107409,0.08582656596682116,0.03934,0.46914000000000006,-0.4502400000000001,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.2165504453,0.010169496049999999,9.8811609267,0.021227567027381034,0.019700403931885997,0.08781187799096472,0.04242,0.46942000000000006,-0.44198000000000004,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.20279171534999998,0.0095712904,9.8404829425,0.018020524526841455,0.021532999646480044,0.0872010127527667,0.047740000000000005,0.47754,-0.42910000000000004,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.22313070744999997,-0.01734796385,9.911669414849998,0.023976460599272102,0.019700403931885997,0.0870482964432172,0.041580000000000006,0.47418000000000005,-0.44058,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.19920248144999997,-0.01854437515,9.913464031799998,0.020005836550985007,0.020769418098732523,0.08765916168141522,0.041580000000000006,0.47418000000000005,-0.44058,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.21954147355,-0.0131605243,9.89013401145,0.02428189321837111,0.02107485071783153,0.08689558013366769,0.04354000000000001,0.46578,-0.4397400000000001,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.20039889274999997,-0.0035892338999999997,9.90090171315,0.019242255003237483,0.02306016274197508,0.08552113334772216,0.04746000000000001,0.46830000000000005,-0.43358,19.5,0,0,0,0,0,26.45578125,1117,30.092440168542318,1000.8465562742739,0
2024-03-17T10:00:07,-0.20338992099999997,0.00418743955,9.9242317335,0.020311269170084013,0.019242255003237483,0.08628471489546968,0.04746000000000001,0.46830000000000005,-0.43358,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
2024-03-17T10:00:07,-0.2105683888,-0.031106693799999998,9.94157969735,0.021532999646480044,0.02290744643242558,0.08536841703817265,0.046900000000000004,0.47026000000000007,-0.43596,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
2024-03-17T10:00:07,-0.23808584869999996,-0.0167497582,9.896714273599999,0.019089538693687978,0.020463985479633514,0.08857545953871222,0.046900000000000004,0.47026000000000007,-0.43596,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
2024-03-17T10:00:07,-0.19202401365,-0.010767701699999998,9.93320481825,0.01786780821729195,0.01756237559819294,0.08872817584826173,0.04018000000000001,0.47390000000000004,-0.44142000000000003,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
2024-03-17T10:00:07,-0.19441683624999997,0.0023928226,9.919446088299999,0.021838432265579053,0.021532999646480044,0.08659014751456869,0.04354000000000001,0.46970000000000006,-0.4478600000000001,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
2024-03-17T10:00:07,-0.21894326790000002,0.0095712904,9.92482993915,0.019089538693687978,0.02168571595602955,0.08888089215781124,0.04354000000000001,0.46970000000000006,-0.4478600000000001,19.5,0,0,0,0,0,26.701484375,1748,30.16409879495783,1000.8557531932909,0
