Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,LSM9DS1_Temp,Proximity,Color_R,Color_G,Color_B,Color_C,BME680_Temp,Gas,Humidity,Pressure,Switch_Pressed,GPS_Latitude,GPS_Longitude,GPS_Speed,GPS_Timestamp
2024-03-17T16:31:38,-1.0193424276,2.4723839514499995,9.789037256599999,0.04214970143566306,-0.015271630954950386,-0.04230241774521256,0.05698,0.43918000000000007,-0.44366,14.5,0,0,0,0,0,33.574921875,695181,100,695.662002676745,0,,,,N/A
2024-03-17T16:31:39,-1.0181460163,2.4382862293999996,9.7830552001,0.03756821214917795,0.03787364476827696,-0.04413501345980661,0.0511,0.4403000000000001,-0.45066,14.5,0,8406,7659,9326,21298,21.042109375,153409,18.751479165730917,999.1111541715701,0,,,,N/A
2024-03-17T16:31:40,-1.0049854919999999,2.4281167333499996,9.75613594585,0.036193765363232405,0.0019853120241435504,-0.048716502746291725,0.054740000000000004,0.43694000000000005,-0.44702000000000003,14.5,0,8426,7672,9338,21342,20.97296875,158006,18.72229306037278,999.1395649699963,0,,,,N/A
2024-03-17T16:31:41,-1.04745809315,2.4999014113499998,9.7794659662,0.03497203488683638,-0.0013744467859455349,-0.041844268816564056,0.05222,0.43610000000000004,-0.44002,14.5,0,8466,7699,9368,21439,20.8911328125,158006,18.717821155272567,999.147182963964,0,,,,N/A
2024-03-17T16:31:42,-1.0277173067,2.4478575198,9.8189475391,0.039553524173321496,-0.0012217304763960308,-0.0433714319120591,0.05222,0.44282000000000005,-0.44996,14.5,0,8498,7718,9390,21499,20.818671875,157269,18.739255038536292,999.1612653976815,0,,,,N/A
2024-03-17T16:31:43,-1.03788680275,2.4299113503,9.826724212550001,0.03481931857728687,-0.038484510006474966,-0.039706240482871004,0.05586000000000001,0.44198000000000004,-0.43708,14.5,0,8542,7750,9429,21595,20.760859375,157563,18.75641008155781,999.1550889853258,0,,,,N/A
2024-03-17T16:31:44,-1.0145567824,2.45683060455,9.739386187649998,0.04016438941151951,-0.0019853120241435504,-0.04581489286485116,0.05698,0.44282000000000005,-0.44534,14.5,0,8566,7768,9444,21644,20.714375,156395,18.774184048775187,999.1621290327649,0,,,,N/A
2024-03-17T16:31:45,-1.0342975688499998,2.4305095559499996,9.768100058849999,0.03741549583962844,-0.003207042500539581,-0.04550946024575215,0.054740000000000004,0.44422,-0.43988000000000005,14.5,0,8585,7781,9466,21717,20.6770703125,156250,18.792460229026045,999.1647334678065,0,,,,N/A
2024-03-17T16:31:46,-1.0247262784499998,2.4514467537,9.82433138995,0.03481931857728687,0.0,-0.04214970143566306,0.054740000000000004,0.44422,-0.44884,14.5,0,8610,7797,9483,21768,20.6471875,156250,18.81622321147637,999.1759399633683,0,,,,N/A
2024-03-17T16:31:47,-1.0450652705499999,2.5986053435999996,9.7435736272,0.038484510006474966,-0.003054326190990077,-0.04566217655530165,0.050260000000000006,0.44814000000000004,-0.44562000000000007,14.5,0,8639,7814,9502,21827,20.621015625,155673,18.84019176132081,999.1826084567961,0,,,,N/A
2024-03-17T16:31:48,-0.9846464998999999,2.3066809864,9.67956562265,0.037110063220529434,-0.001069014166846527,-0.04505131131710364,0.05138,0.44198000000000004,-0.4459,14.5,0,8703,7851,9547,21959,20.59484375,156831,18.864162837582064,999.1804361260987,0,,,,N/A
2024-03-17T16:31:49,-1.0013962581,2.4263221163999997,9.7423772159,0.03405573702953936,-0.0038179077387375964,-0.043676864531158106,0.052500000000000005,0.43806000000000006,-0.46242,14.5,0,8737,7869,9567,22033,20.571796875,155961,18.87814359540293,999.1922115047314,0,,,,N/A
2024-03-17T16:31:50,-1.01635139935,2.4550359876,9.8189475391,0.037110063220529434,0.0007635815477475193,-0.04413501345980661,0.05138,0.44394000000000006,-0.45766,14.5,0,8825,7920,9629,22214,20.5516796875,156395,18.892285741042233,999.1911045736263,0,,,,N/A
2024-03-17T16:31:51,-1.0181460163,2.4514467537,9.7818587888,0.0357356164345839,-0.0022907446432425577,-0.04382958084070761,0.052500000000000005,0.44982000000000005,-0.4572400000000001,14.5,0,8854,7940,9652,22271,20.5333203125,156685,18.921774615420436,999.1928724821712,0,,,,N/A
